"database","key","phylum","class","order","family","genus","species","species_reported","species_underscored","taxo_level","realm","lat_dec","long_dec","location_description","country_collection","subcontinent","body_mass_gram","sex","life_stage","sample_size","number_of_specimens","estimate_error_type","cell_length","cell_length_error","cell_width","cell_width_error","cell_area","cell_area_error","cell_volume","cell_volume_error","mcv","mcv_error","nucleus_length","nucleus_length_error","nucleus_width","nucleus_width_error","nucleus_area","nucleus_area_error","nucleus_volume","nucleus_volume_error","notes"
"systematic_search_english","rayyan-33185780","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis maculatus","Metynnis maculatus","Metynnis_maculatus","Species","freshwater",-10.33,-53.2,"central Brazil","Brazil","South America",NA,"both","adult",NA,NA,NA,NA,NA,NA,NA,84.2164,NA,614.5077,NA,NA,NA,NA,NA,NA,NA,14.0286,NA,102.1819,NA,"Supplementary material. Data averaged by species and individuals."
"systematic_search_english","rayyan-33185780","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis maculatus","Metynnis maculatus","Metynnis_maculatus","Species","freshwater",-10.33,-53.2,"central Brazil","Brazil","South America",NA,"both","adult",NA,NA,NA,NA,NA,NA,NA,85.4462,NA,617.4554,NA,NA,NA,NA,NA,NA,NA,13.8028,NA,99.6935,NA,"Supplementary material. Data averaged by species and individuals."
"systematic_search_english","rayyan-33185780","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis maculatus","Metynnis maculatus","Metynnis_maculatus","Species","freshwater",-10.33,-53.2,"central Brazil","Brazil","South America",NA,"both","adult",NA,NA,NA,NA,NA,NA,NA,86.5592,NA,637.9061,NA,NA,NA,NA,NA,NA,NA,14.3078,NA,105.4195,NA,"Supplementary material. Data averaged by species and individuals."
"systematic_search_english","rayyan-33185780","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis maculatus","Metynnis maculatus","Metynnis_maculatus","Species","freshwater",-10.33,-53.2,"central Brazil","Brazil","South America",NA,"both","adult",NA,NA,NA,NA,NA,NA,NA,84.673,NA,611.9699,NA,NA,NA,NA,NA,NA,NA,13.0082,NA,93.9917,NA,"Supplementary material. Data averaged by species and individuals."
"systematic_search_english","rayyan-33185780","Chordata","Actinopteri","Characiformes","Serrasalmidae","Metynnis","Metynnis maculatus","Metynnis maculatus","Metynnis_maculatus","Species","freshwater",-10.33,-53.2,"central Brazil","Brazil","South America",NA,"both","adult",NA,NA,NA,NA,NA,NA,NA,83.6952,NA,583.373,NA,NA,NA,NA,NA,NA,NA,14.6,NA,101.2446,NA,"Supplementary material. Data averaged by species and individuals."
"systematic_search_english","rayyan-33186479","Chordata","Actinopteri","Perciformes","Sciaenidae","Micropogonias","Micropogonias furnieri","Micropogonia furnieri","Micropogonias_furnieri","Species","marine-brackish",10.347,-64.3399,"Mochima Bay, northeastern Venezuela","Venezuela","South America",NA,NA,NA,"20",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,172.9,31.7,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1"
"systematic_search_english","rayyan-33186211","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","Micropterus coosae","Micropterus coosae","Micropterus_coosae","Species","freshwater",NA,NA,"streams and ponds in Georgia and South Carolina",NA,NA,NA,NA,NA,NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1587,0.2308,NA,NA,"Digitilized from Figure 4A"
"systematic_search_english","rayyan-33186211","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","Micropterus salmoides","Micropterus salmoides","Micropterus_salmoides","Species","freshwater",NA,NA,"streams and ponds in Georgia and South Carolina",NA,NA,NA,NA,NA,NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3509,0.1731,NA,NA,"Digitilized from Figure 4A"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.5,NA,55.9596,NA,279.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,7.5,NA,53.0144,NA,265.0719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,7.5,NA,53.0144,NA,265.0719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.5,NA,55.9596,NA,279.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.5,NA,8,NA,65.9734,NA,351.8584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,8.5,NA,63.4209,NA,359.3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,8,NA,62.8319,NA,335.1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.5,NA,55.9596,NA,279.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,8,NA,62.8319,NA,335.1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","Microspathodon chrysurus","Microspathodon_chrysurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.5,NA,55.9596,NA,279.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33186891","Chordata","Actinopteri","Cypriniformes","Cobitidae","Misgurnus","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","Misgurnus_anguillicaudatus","Species","freshwater-brackish",35.3598,139.3549,"Kaname R. (Kanagawa)","Japan","East Asia",NA,NA,NA,NA,"3","SD",12.11,0.08,8.66,0.25,82.3,2.1,475.5307,NA,NA,NA,5.14,0.32,2.85,0.11,11.5,0.5,21.8601,NA,"Table 1 and Table 2"
"Gregory_2024","pdf_not_found_Kisch_1949a","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola","Mola mola","Mola mola","Mola_mola","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,9.3,NA,91.3,NA,566.0757,NA,NA,NA,5.1,NA,4.5,NA,18.02,NA,54.0747,NA,"Kisch, B. (1949a). Hemoglobin content, size and amount of erythrocytes in fishes. Experimental Medicine and Surgery 7: 118-133"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis hispida","Monacanthus hispidus","Stephanolepis_hispida","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6,NA,40.0553,NA,160.2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis hispida","Monacanthus hispidus","Stephanolepis_hispida","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8,NA,6,NA,37.6991,NA,150.7964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis hispida","Monacanthus hispidus","Stephanolepis_hispida","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6.5,NA,43.3932,NA,188.0374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis hispida","Monacanthus hispidus","Stephanolepis_hispida","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8,NA,5.5,NA,34.5575,NA,126.7109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33185817","Chordata","Actinopteri","Synbranchiformes","Synbranchidae","Monopterus","Monopterus albus","Monopterus albus","Monopterus_albus","Species","freshwater-brackish-marine",30.4616,114.2603,"Baishazhou Fish Market of Wuhan","China","East Asia",NA,NA,NA,NA,"30","SD",NA,NA,NA,NA,100.38,6.55,666.98,58.14,NA,NA,NA,NA,NA,NA,9.33,0.72,17.6,1.77,"Table 1"
"Gregory_2024","pdf_not_found_Wintrobe_1933","Chordata","Actinopteri","Eupercaria","Moronidae","Morone","Morone americana","Morone americana","Morone_americana","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,7.2,NA,58.25,NA,279.5766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wintrobe, M.M. (1933). Variations in the size and hemoglobin content of erythrocytes in the blood of various vertebrates. Folia Haematologica 51: 32-49."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Eupercaria","Moronidae","Morone","Morone saxatilis","Morone saxatilis","Morone_saxatilis","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.23,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"systematic_search_english","rayyan-33186584","Chordata","Actinopteri","Eupercaria","Moronidae","Morone","Morone saxatilis","Morone saxatilis","Morone_saxatilis","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,1800,NA,"adult",NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,115.4,16.64,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3"
"felix","5_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",17.6868,83.2185,"Visakhapatnam Coast, India","India","South Asia",NA,NA,NA,"20","35","SD",8.5,1.3,7.5,1.3,50.0691,NA,250.3457,NA,NA,NA,5.2,1.3,3.9,1.2,21.6,11.6,41.4125,NA,"Comparative haematology of ten species of marine fish from Visakhapatnam Coast"
"systematic_search_english","rayyan-33185928","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",38.2688,15.6369,"Faro Lake, north-eastern Sicily, Italy","Italy","Western Europe",75.4,NA,NA,NA,"20","SE",NA,NA,NA,NA,NA,NA,NA,NA,92.11,2.1,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
"systematic_search_english","rayyan-33187114","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",38.2664,15.6531,"Faro Lake, tip of north-eastern Sicily","Italy","Western Europe",NA,NA,NA,NA,"20","SD",NA,NA,NA,NA,NA,NA,NA,NA,105.4,21.01,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4. Spring"
"systematic_search_english","rayyan-33187114","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",38.2664,15.6531,"Faro Lake, tip of north-eastern Sicily","Italy","Western Europe",NA,NA,NA,NA,"20","SD",NA,NA,NA,NA,NA,NA,NA,NA,104.6,17.18,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4. Summer"
"systematic_search_english","rayyan-33187114","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",38.2664,15.6531,"Faro Lake, tip of north-eastern Sicily","Italy","Western Europe",NA,NA,NA,NA,"20","SD",NA,NA,NA,NA,NA,NA,NA,NA,104,13.69,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4. Winter"
"systematic_search_english","rayyan-33187114","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",38.2664,15.6531,"Faro Lake, tip of north-eastern Sicily","Italy","Western Europe",NA,NA,NA,NA,"20","SD",NA,NA,NA,NA,NA,NA,NA,NA,110.8,12.72,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4. Autumn"
"systematic_search_english","rayyan-33187720","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",40.117,13.9102,"Tyrrhenian Sea, Sicily, Italy",NA,NA,84.98,"male","adult",NA,"14","SE",NA,NA,NA,NA,NA,NA,NA,NA,113.3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1. Automatic method"
"systematic_search_english","rayyan-33187720","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Mugil cephalus","Mugil_cephalus","Species","freshwater-brackish-marine",40.117,13.9102,"Tyrrhenian Sea, Sicily, Italy",NA,NA,84.98,"male","adult",NA,"14","SE",NA,NA,NA,NA,NA,NA,NA,NA,109.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1. Manual method"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6,NA,42.4115,NA,169.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.4,NA,7.1,NA,52.4175,NA,248.1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6,NA,42.4115,NA,169.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6.5,NA,48.4983,NA,210.1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6.5,NA,51.0509,NA,221.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6,NA,47.1239,NA,188.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema","Mugil curema","Mugil_curema","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6.5,NA,51.0509,NA,221.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Mugiliformes","Mugilidae","Paramugil","Paramugil georgii","Mugil georgii","Paramugil_georgii","Species","freshwater-brackish-marine",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"3",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,144.3,20.1,NA,NA,NA,NA,NA,NA,12.7,2.4,"Table 1"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil liza","Mugil liza","Mugil_liza","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6.5,NA,48.4983,NA,210.1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil liza","Mugil liza","Mugil_liza","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6.5,NA,48.4983,NA,210.1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil liza","Mugil liza","Mugil_liza","Species","freshwater-brackish-marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6.5,NA,45.9458,NA,199.0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mulloidichthys","Mulloidichthys martinicus","Mulloidichthys martinicus","Mulloidichthys_martinicus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6,NA,47.1239,NA,188.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mulloidichthys","Mulloidichthys martinicus","Mulloidichthys martinicus","Mulloidichthys_martinicus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6,NA,40.0553,NA,160.2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mulloidichthys","Mulloidichthys vanicolensis","Mulloidichthys vanicolensis","Mulloidichthys_vanicolensis","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus barbatus","Mullus barbatus","Mullus_barbatus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,7.9,NA,69.27,NA,362.7236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Mullus surmuletus","Mullus_surmuletus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,8.5,NA,73.89,NA,419.9131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Anguilliformes","Muraenesocidae","Muraenesox","Muraenesox cinereus","Muraenesox cinereus","Muraenesox_cinereus","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.62,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","pdf_not_found_Kisch_1949a","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus canis","Mustelus canis","Mustelus_canis","Species","marine-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,NA,10.8,NA,137.41,NA,989.3755,NA,NA,NA,6.5,NA,5.2,NA,26.55,NA,92.0277,NA,"Kisch, B. (1949a). Hemoglobin content, size and amount of erythrocytes in fishes. Experimental Medicine and Surgery 7: 118-133"
